Rndrng_Prvdr_Geo_Lvl,Rndrng_Prvdr_Geo_Cd,Rndrng_Prvdr_Geo_Desc,DRG_Cd,DRG_Desc,Tot_Dschrgs,Avg_Submtd_Cvrd_Chrg,Avg_Tot_Pymt_Amt,Avg_Mdcr_Pymt_Amt
State,32,Nevada,544,PATHOLOGICAL FRACTURES AND MUSCULOSKELETAL AND CONNECTIVE TISSUE MALIGNANCY WITHOUT CC/M,23,"$55,097.70","$6,538.91","$4,962.96"
State,32,Nevada,545,CONNECTIVE TISSUE DISORDERS WITH MCC,19,"$132,084.95","$18,845.42","$17,969.95"
State,32,Nevada,546,CONNECTIVE TISSUE DISORDERS WITH CC,29,"$96,190.00","$10,697.00","$8,883.72"
State,32,Nevada,549,SEPTIC ARTHRITIS WITH CC,13,"$72,728.62","$10,547.54","$9,121.77"
State,32,Nevada,551,MEDICAL BACK PROBLEMS WITH MCC,151,"$119,239.50","$14,264.48","$12,007.51"
State,32,Nevada,552,MEDICAL BACK PROBLEMS WITHOUT MCC,471,"$79,193.87","$8,439.62","$6,568.44"
State,32,Nevada,553,BONE DISEASES AND ARTHROPATHIES WITH MCC,11,"$61,718.09","$11,676.55","$8,351.73"
State,32,Nevada,554,BONE DISEASES AND ARTHROPATHIES WITHOUT MCC,54,"$58,321.37","$6,954.22","$5,671.13"
State,32,Nevada,555,SIGNS AND SYMPTOMS OF MUSCULOSKELETAL SYSTEM AND CONNECTIVE TISSUE WITH MCC,19,"$74,412.37","$11,794.16","$10,498.00"
State,32,Nevada,556,SIGNS AND SYMPTOMS OF MUSCULOSKELETAL SYSTEM AND CONNECTIVE TISSUE WITHOUT MCC,52,"$67,655.46","$7,554.92","$6,280.02"
State,32,Nevada,557,"TENDONITIS, MYOSITIS AND BURSITIS WITH MCC",44,"$75,062.82","$12,303.23","$10,181.09"
State,32,Nevada,558,"TENDONITIS, MYOSITIS AND BURSITIS WITHOUT MCC",61,"$55,519.30","$7,736.33","$5,901.98"
State,32,Nevada,559,"AFTERCARE, MUSCULOSKELETAL SYSTEM AND CONNECTIVE TISSUE WITH MCC",24,"$109,765.33","$12,158.21","$9,257.00"
State,32,Nevada,560,"AFTERCARE, MUSCULOSKELETAL SYSTEM AND CONNECTIVE TISSUE WITH CC",30,"$103,042.77","$9,131.53","$7,394.00"
State,32,Nevada,561,"AFTERCARE, MUSCULOSKELETAL SYSTEM AND CONNECTIVE TISSUE WITHOUT CC/MCC",19,"$40,141.21","$7,451.84","$5,206.11"
State,32,Nevada,562,"FRACTURE, SPRAIN, STRAIN AND DISLOCATION EXCEPT FEMUR, HIP, PELVIS AND THIGH WITH MCC",53,"$81,108.62","$12,063.32","$10,860.00"
State,32,Nevada,563,"FRACTURE, SPRAIN, STRAIN AND DISLOCATION EXCEPT FEMUR, HIP, PELVIS AND THIGH WITHOUT MCC",198,"$61,954.61","$7,762.76","$5,897.94"
State,32,Nevada,564,OTHER MUSCULOSKELETAL SYSTEM AND CONNECTIVE TISSUE DIAGNOSES WITH MCC,35,"$121,041.83","$13,136.14","$11,138.74"
State,32,Nevada,565,OTHER MUSCULOSKELETAL SYSTEM AND CONNECTIVE TISSUE DIAGNOSES WITH CC,57,"$80,832.72","$9,441.75","$7,073.60"
State,32,Nevada,570,SKIN DEBRIDEMENT WITH MCC,16,"$134,421.44","$22,060.94","$20,537.88"
State,32,Nevada,571,SKIN DEBRIDEMENT WITH CC,27,"$141,499.07","$15,271.22","$12,173.78"
State,32,Nevada,574,SKIN GRAFT FOR SKIN ULCER OR CELLULITIS WITH CC,12,"$285,132.67","$29,776.08","$25,413.42"
State,32,Nevada,579,"OTHER SKIN, SUBCUTANEOUS TISSUE AND BREAST PROCEDURES WITH MCC",37,"$246,708.59","$25,052.81","$21,531.95"
State,32,Nevada,580,"OTHER SKIN, SUBCUTANEOUS TISSUE AND BREAST PROCEDURES WITH CC",51,"$120,528.80","$14,755.67","$12,370.02"
State,32,Nevada,581,"OTHER SKIN, SUBCUTANEOUS TISSUE AND BREAST PROCEDURES WITHOUT CC/MCC",15,"$95,774.73","$12,674.93","$10,532.13"
State,32,Nevada,592,SKIN ULCERS WITH MCC,23,"$128,467.22","$12,430.43","$10,390.13"
State,32,Nevada,593,SKIN ULCERS WITH CC,28,"$80,267.82","$10,265.46","$7,965.36"
State,32,Nevada,596,MAJOR SKIN DISORDERS WITHOUT MCC,19,"$75,514.11","$8,885.79","$7,476.42"
State,32,Nevada,597,MALIGNANT BREAST DISORDERS WITH MCC,12,"$137,357.25","$14,925.83","$12,970.25"
State,32,Nevada,602,CELLULITIS WITH MCC,170,"$85,743.88","$12,062.98","$10,362.44"
State,32,Nevada,603,CELLULITIS WITHOUT MCC,438,"$64,322.63","$7,795.34","$5,804.54"
State,32,Nevada,604,"TRAUMA TO THE SKIN, SUBCUTANEOUS TISSUE AND BREAST WITH MCC",47,"$93,073.96","$13,939.98","$12,471.21"
State,32,Nevada,605,"TRAUMA TO THE SKIN, SUBCUTANEOUS TISSUE AND BREAST WITHOUT MCC",101,"$68,542.85","$9,916.44","$6,917.56"
State,32,Nevada,606,MINOR SKIN DISORDERS WITH MCC,11,"$104,905.55","$13,784.09","$11,709.55"
State,32,Nevada,607,MINOR SKIN DISORDERS WITHOUT MCC,33,"$68,525.06","$7,772.39","$5,921.88"
State,32,Nevada,616,"AMPUTATION OF LOWER LIMB FOR ENDOCRINE, NUTRITIONAL AND METABOLIC DISORDERS WITH MCC",21,"$339,912.48","$36,358.14","$27,416.71"
State,32,Nevada,617,"AMPUTATION OF LOWER LIMB FOR ENDOCRINE, NUTRITIONAL AND METABOLIC DISORDERS WITH CC",74,"$139,374.45","$17,093.47","$12,273.53"
State,32,Nevada,620,O.R. PROCEDURES FOR OBESITY WITH CC,11,"$108,576.27","$13,782.64","$12,219.36"
State,32,Nevada,621,O.R. PROCEDURES FOR OBESITY WITHOUT CC/MCC,84,"$83,441.30","$12,897.71","$9,984.70"
State,32,Nevada,622,"SKIN GRAFTS AND WOUND DEBRIDEMENT FOR ENDOCRINE, NUTRITIONAL AND METABOLIC DISORDERS WIT",18,"$319,872.89","$34,541.39","$29,562.44"
State,32,Nevada,623,"SKIN GRAFTS AND WOUND DEBRIDEMENT FOR ENDOCRINE, NUTRITIONAL AND METABOLIC DISORDERS WIT",28,"$175,457.50","$19,580.25","$13,641.46"
State,32,Nevada,628,"OTHER ENDOCRINE, NUTRITIONAL AND METABOLIC O.R. PROCEDURES WITH MCC",12,"$291,207.58","$31,964.67","$29,944.00"
State,32,Nevada,629,"OTHER ENDOCRINE, NUTRITIONAL AND METABOLIC O.R. PROCEDURES WITH CC",17,"$184,854.24","$19,367.12","$17,099.18"
State,32,Nevada,637,DIABETES WITH MCC,289,"$101,184.02","$12,493.65","$10,449.28"
State,32,Nevada,638,DIABETES WITH CC,326,"$71,032.54","$8,278.56","$6,171.34"
State,32,Nevada,639,DIABETES WITHOUT CC/MCC,32,"$50,781.81","$6,319.97","$3,727.84"
State,32,Nevada,640,"MISCELLANEOUS DISORDERS OF NUTRITION, METABOLISM, FLUIDS AND ELECTROLYTES WITH MCC",786,"$89,273.59","$10,778.99","$9,225.76"
State,32,Nevada,641,"MISCELLANEOUS DISORDERS OF NUTRITION, METABOLISM, FLUIDS AND ELECTROLYTES WITHOUT MCC",543,"$58,427.40","$6,704.59","$5,076.25"
State,32,Nevada,642,INBORN AND OTHER DISORDERS OF METABOLISM,14,"$73,979.93","$11,149.79","$9,222.71"
State,32,Nevada,643,ENDOCRINE DISORDERS WITH MCC,136,"$132,725.56","$14,438.32","$12,440.41"
State,32,Nevada,644,ENDOCRINE DISORDERS WITH CC,93,"$71,329.05","$8,865.20","$7,033.91"
State,32,Nevada,645,ENDOCRINE DISORDERS WITHOUT CC/MCC,30,"$60,679.43","$6,791.80","$4,889.67"
State,32,Nevada,650,KIDNEY TRANSPLANT WITH HEMODIALYSIS WITH MCC,27,"$518,381.78","$57,366.48","$47,624.04"
State,32,Nevada,652,KIDNEY TRANSPLANT,30,"$414,789.27","$46,120.97","$24,330.87"
State,32,Nevada,653,MAJOR BLADDER PROCEDURES WITH MCC,13,"$415,833.31","$45,123.00","$42,259.08"
State,32,Nevada,654,MAJOR BLADDER PROCEDURES WITH CC,17,"$205,056.24","$22,497.76","$18,520.71"
State,32,Nevada,656,KIDNEY AND URETER PROCEDURES FOR NEOPLASM WITH MCC,24,"$245,979.25","$27,473.46","$25,054.63"
State,32,Nevada,657,KIDNEY AND URETER PROCEDURES FOR NEOPLASM WITH CC,34,"$144,468.18","$15,964.88","$13,721.97"
State,32,Nevada,658,KIDNEY AND URETER PROCEDURES FOR NEOPLASM WITHOUT CC/MCC,23,"$130,190.43","$12,991.70","$11,564.13"
State,32,Nevada,659,KIDNEY AND URETER PROCEDURES FOR NON-NEOPLASM WITH MCC,69,"$202,903.20","$22,747.36","$20,007.49"
State,32,Nevada,660,KIDNEY AND URETER PROCEDURES FOR NON-NEOPLASM WITH CC,126,"$110,241.22","$12,394.26","$10,101.70"
State,32,Nevada,661,KIDNEY AND URETER PROCEDURES FOR NON-NEOPLASM WITHOUT CC/MCC,83,"$95,862.89","$11,198.13","$6,558.99"
State,32,Nevada,663,MINOR BLADDER PROCEDURES WITH CC,14,"$78,577.43","$14,064.57","$12,331.43"
State,32,Nevada,666,PROSTATECTOMY WITH CC,20,"$92,046.25","$17,506.55","$12,434.85"
State,32,Nevada,668,TRANSURETHRAL PROCEDURES WITH MCC,14,"$169,257.57","$21,404.79","$20,357.71"
State,32,Nevada,669,TRANSURETHRAL PROCEDURES WITH CC,34,"$104,674.59","$13,031.35","$11,337.06"
State,32,Nevada,673,OTHER KIDNEY AND URINARY TRACT PROCEDURES WITH MCC,150,"$252,319.55","$33,449.45","$27,660.15"
State,32,Nevada,674,OTHER KIDNEY AND URINARY TRACT PROCEDURES WITH CC,63,"$154,800.14","$21,433.25","$17,657.40"
State,32,Nevada,682,RENAL FAILURE WITH MCC,848,"$107,854.70","$13,103.75","$10,908.71"
State,32,Nevada,683,RENAL FAILURE WITH CC,695,"$66,235.56","$8,035.63","$5,996.91"
State,32,Nevada,684,RENAL FAILURE WITHOUT CC/MCC,64,"$52,960.69","$5,384.42","$3,933.11"
State,32,Nevada,686,KIDNEY AND URINARY TRACT NEOPLASMS WITH MCC,15,"$159,533.67","$15,396.33","$14,408.20"
State,32,Nevada,687,KIDNEY AND URINARY TRACT NEOPLASMS WITH CC,15,"$83,413.73","$10,334.73","$7,055.33"
State,32,Nevada,689,KIDNEY AND URINARY TRACT INFECTIONS WITH MCC,549,"$91,952.49","$9,633.55","$8,084.62"
State,32,Nevada,690,KIDNEY AND URINARY TRACT INFECTIONS WITHOUT MCC,670,"$67,885.51","$7,180.16","$5,415.14"
State,32,Nevada,693,URINARY STONES WITH MCC,14,"$103,589.07","$14,130.86","$11,188.43"
State,32,Nevada,694,URINARY STONES WITHOUT MCC,73,"$70,301.05","$6,974.15","$4,669.34"
State,32,Nevada,696,KIDNEY AND URINARY TRACT SIGNS AND SYMPTOMS WITHOUT MCC,35,"$61,955.00","$6,836.54","$4,777.80"
State,32,Nevada,698,OTHER KIDNEY AND URINARY TRACT DIAGNOSES WITH MCC,659,"$126,793.95","$14,557.75","$11,889.78"
State,32,Nevada,699,OTHER KIDNEY AND URINARY TRACT DIAGNOSES WITH CC,351,"$72,962.97","$9,640.35","$7,566.04"
State,32,Nevada,700,OTHER KIDNEY AND URINARY TRACT DIAGNOSES WITHOUT CC/MCC,29,"$55,783.24","$7,770.24","$5,370.14"
State,32,Nevada,707,MAJOR MALE PELVIC PROCEDURES WITH CC/MCC,37,"$162,136.35","$15,191.11","$12,067.03"
State,32,Nevada,708,MAJOR MALE PELVIC PROCEDURES WITHOUT CC/MCC,18,"$138,300.28","$12,358.28","$8,027.33"
State,32,Nevada,713,TRANSURETHRAL PROSTATECTOMY WITH CC/MCC,37,"$105,377.38","$13,167.73","$10,731.76"
State,32,Nevada,714,TRANSURETHRAL PROSTATECTOMY WITHOUT CC/MCC,18,"$68,565.89","$8,511.11","$6,043.61"
State,32,Nevada,717,OTHER MALE REPRODUCTIVE SYSTEM O.R. PROCEDURES EXCEPT MALIGNANCY WITH CC/MCC,14,"$135,642.57","$15,479.07","$13,995.93"
State,32,Nevada,723,"MALIGNANCY, MALE REPRODUCTIVE SYSTEM WITH CC",13,"$101,076.92","$9,294.92","$8,057.85"
State,32,Nevada,726,BENIGN PROSTATIC HYPERTROPHY WITHOUT MCC,20,"$46,963.15","$6,617.40","$5,194.50"
State,32,Nevada,728,INFLAMMATION OF THE MALE REPRODUCTIVE SYSTEM WITHOUT MCC,26,"$67,731.08","$7,592.31","$5,391.46"
State,32,Nevada,737,UTERINE AND ADNEXA PROCEDURES FOR OVARIAN OR ADNEXAL MALIGNANCY WITH CC,15,"$195,075.47","$19,690.40","$13,602.67"
State,32,Nevada,740,UTERINE AND ADNEXA PROCEDURES FOR NON-OVARIAN AND NON-ADNEXAL MALIGNANCY WITH CC,18,"$146,686.22","$18,655.56","$12,925.00"
State,32,Nevada,741,UTERINE AND ADNEXA PROCEDURES FOR NON-OVARIAN AND NON-ADNEXAL MALIGNANCY WITHOUT CC/MCC,13,"$104,085.31","$11,158.15","$9,432.62"
State,32,Nevada,742,UTERINE AND ADNEXA PROCEDURES FOR NON-MALIGNANCY WITH CC/MCC,25,"$179,735.96","$16,046.20","$11,456.24"
State,32,Nevada,743,UTERINE AND ADNEXA PROCEDURES FOR NON-MALIGNANCY WITHOUT CC/MCC,20,"$110,214.70","$11,191.25","$7,827.10"
State,32,Nevada,746,"VAGINA, CERVIX AND VULVA PROCEDURES WITH CC/MCC",14,"$99,049.36","$13,974.21","$12,345.50"
State,32,Nevada,754,"MALIGNANCY, FEMALE REPRODUCTIVE SYSTEM WITH MCC",16,"$160,385.00","$19,778.44","$11,285.63"
State,32,Nevada,755,"MALIGNANCY, FEMALE REPRODUCTIVE SYSTEM WITH CC",20,"$70,416.35","$9,526.15","$8,049.30"
State,32,Nevada,758,"INFECTIONS, FEMALE REPRODUCTIVE SYSTEM WITH CC",17,"$99,226.12","$8,406.94","$6,144.71"
State,32,Nevada,760,MENSTRUAL AND OTHER FEMALE REPRODUCTIVE SYSTEM DISORDERS WITH CC/MCC,15,"$75,124.67","$8,694.67","$7,434.73"
State,32,Nevada,787,CESAREAN SECTION WITHOUT STERILIZATION WITH CC,14,"$51,815.07","$10,345.93","$6,743.07"
State,32,Nevada,806,VAGINAL DELIVERY WITHOUT STERILIZATION OR D&C WITH CC,11,"$38,378.91","$6,782.45","$4,983.64"
State,32,Nevada,807,VAGINAL DELIVERY WITHOUT STERILIZATION OR D&C WITHOUT CC/MCC,17,"$34,651.53","$6,055.76","$3,989.88"
State,32,Nevada,808,MAJOR HEMATOLOGICAL AND IMMUNOLOGICAL DIAGNOSES EXCEPT SICKLE CELL CRISIS AND COAGULATIO,58,"$166,276.00","$18,740.72","$17,510.22"
State,32,Nevada,809,MAJOR HEMATOLOGICAL AND IMMUNOLOGICAL DIAGNOSES EXCEPT SICKLE CELL CRISIS AND COAGULATIO,69,"$93,115.77","$10,406.39","$8,971.57"
State,32,Nevada,811,RED BLOOD CELL DISORDERS WITH MCC,252,"$105,931.87","$12,691.90","$10,823.29"
State,32,Nevada,812,RED BLOOD CELL DISORDERS WITHOUT MCC,262,"$76,679.87","$8,222.31","$6,342.85"
State,32,Nevada,813,COAGULATION DISORDERS,164,"$117,037.37","$14,251.33","$11,185.79"
State,32,Nevada,814,RETICULOENDOTHELIAL AND IMMUNITY DISORDERS WITH MCC,14,"$161,694.79","$17,185.86","$14,255.57"
State,32,Nevada,815,RETICULOENDOTHELIAL AND IMMUNITY DISORDERS WITH CC,17,"$74,970.24","$9,240.47","$7,699.53"
State,32,Nevada,823,LYMPHOMA AND NON-ACUTE LEUKEMIA WITH OTHER PROCEDURES WITH MCC,21,"$366,111.43","$42,005.48","$35,884.19"
State,32,Nevada,824,LYMPHOMA AND NON-ACUTE LEUKEMIA WITH OTHER PROCEDURES WITH CC,13,"$207,965.23","$19,741.54","$17,873.54"
State,32,Nevada,834,ACUTE LEUKEMIA WITHOUT MAJOR O.R. PROCEDURES WITH MCC,34,"$392,305.18","$52,241.68","$50,301.15"
State,32,Nevada,835,ACUTE LEUKEMIA WITHOUT MAJOR O.R. PROCEDURES WITH CC,13,"$156,884.23","$19,007.46","$15,243.38"
State,32,Nevada,840,LYMPHOMA AND NON-ACUTE LEUKEMIA WITH MCC,62,"$202,110.42","$27,259.00","$23,668.82"
State,32,Nevada,841,LYMPHOMA AND NON-ACUTE LEUKEMIA WITH CC,34,"$107,294.47","$13,094.47","$11,609.00"
State,32,Nevada,843,OTHER MYELOPROLIFERATIVE DISORDERS OR POORLY DIFFERENTIATED NEOPLASTIC DIAGNOSES WITH MC,21,"$139,490.10","$16,478.00","$14,861.14"
State,32,Nevada,846,CHEMOTHERAPY WITHOUT ACUTE LEUKEMIA AS SECONDARY DIAGNOSIS WITH MCC,18,"$204,122.39","$25,120.78","$23,265.22"
State,32,Nevada,847,CHEMOTHERAPY WITHOUT ACUTE LEUKEMIA AS SECONDARY DIAGNOSIS WITH CC,51,"$97,215.37","$11,323.16","$10,138.47"
State,32,Nevada,853,INFECTIOUS AND PARASITIC DISEASES WITH O.R. PROCEDURES WITH MCC,964,"$403,033.27","$44,615.70","$39,494.76"
State,32,Nevada,854,INFECTIOUS AND PARASITIC DISEASES WITH O.R. PROCEDURES WITH CC,227,"$175,487.94","$19,177.33","$14,928.05"
State,32,Nevada,856,POSTOPERATIVE OR POST-TRAUMATIC INFECTIONS WITH O.R. PROCEDURES WITH MCC,60,"$322,399.18","$39,834.62","$37,521.08"
State,32,Nevada,857,POSTOPERATIVE OR POST-TRAUMATIC INFECTIONS WITH O.R. PROCEDURES WITH CC,59,"$138,160.20","$18,610.12","$13,698.68"
State,32,Nevada,862,POSTOPERATIVE AND POST-TRAUMATIC INFECTIONS WITH MCC,117,"$121,572.31","$15,796.44","$14,187.78"
State,32,Nevada,863,POSTOPERATIVE AND POST-TRAUMATIC INFECTIONS WITHOUT MCC,72,"$78,944.01","$9,428.51","$7,362.47"
State,32,Nevada,864,FEVER AND INFLAMMATORY CONDITIONS,21,"$77,220.38","$7,920.24","$6,599.67"
State,32,Nevada,865,VIRAL ILLNESS WITH MCC,15,"$117,274.20","$14,364.07","$12,079.67"
State,32,Nevada,866,VIRAL ILLNESS WITHOUT MCC,24,"$68,041.67","$8,276.88","$5,881.71"
State,32,Nevada,870,SEPTICEMIA OR SEVERE SEPSIS WITH MV >96 HOURS,412,"$548,167.33","$57,871.76","$52,810.24"
State,32,Nevada,871,SEPTICEMIA OR SEVERE SEPSIS WITHOUT MV >96 HOURS WITH MCC,5987,"$162,119.98","$17,215.39","$14,731.98"
State,32,Nevada,872,SEPTICEMIA OR SEVERE SEPSIS WITHOUT MV >96 HOURS WITHOUT MCC,927,"$79,472.32","$9,172.98","$7,025.27"
State,32,Nevada,880,ACUTE ADJUSTMENT REACTION AND PSYCHOSOCIAL DYSFUNCTION,76,"$80,456.58","$8,520.76","$6,429.93"
State,32,Nevada,882,NEUROSES EXCEPT DEPRESSIVE,11,"$80,352.45","$6,930.82","$5,440.64"
State,32,Nevada,884,ORGANIC DISTURBANCES AND INTELLECTUAL DISABILITY,223,"$130,577.04","$14,610.13","$10,798.36"
State,32,Nevada,885,PSYCHOSES,842,"$32,822.11","$11,286.04","$9,833.22"
State,32,Nevada,894,"ALCOHOL, DRUG ABUSE OR DEPENDENCE, LEFT AMA",21,"$46,881.19","$5,199.86","$3,869.95"
State,32,Nevada,895,"ALCOHOL, DRUG ABUSE OR DEPENDENCE WITH REHABILITATION THERAPY",25,"$38,114.48","$13,888.56","$12,875.64"
State,32,Nevada,896,"ALCOHOL, DRUG ABUSE OR DEPENDENCE WITHOUT REHABILITATION THERAPY WITH MCC",117,"$117,527.04","$15,314.95","$12,536.09"
State,32,Nevada,897,"ALCOHOL, DRUG ABUSE OR DEPENDENCE WITHOUT REHABILITATION THERAPY WITHOUT MCC",125,"$59,210.77","$7,097.63","$5,852.88"
State,32,Nevada,907,OTHER O.R. PROCEDURES FOR INJURIES WITH MCC,73,"$227,714.25","$33,737.92","$30,045.74"
State,32,Nevada,908,OTHER O.R. PROCEDURES FOR INJURIES WITH CC,58,"$140,955.28","$17,383.31","$15,243.83"
State,32,Nevada,909,OTHER O.R. PROCEDURES FOR INJURIES WITHOUT CC/MCC,26,"$97,565.81","$12,140.19","$10,165.00"
State,32,Nevada,913,TRAUMATIC INJURY WITH MCC,13,"$109,384.54","$14,702.38","$12,632.77"
State,32,Nevada,914,TRAUMATIC INJURY WITHOUT MCC,27,"$77,247.22","$9,009.81","$7,133.89"
State,32,Nevada,915,ALLERGIC REACTIONS WITH MCC,14,"$103,351.00","$15,062.50","$13,114.79"
State,32,Nevada,916,ALLERGIC REACTIONS WITHOUT MCC,21,"$46,822.14","$6,064.52","$4,484.86"
State,32,Nevada,917,POISONING AND TOXIC EFFECTS OF DRUGS WITH MCC,231,"$102,547.05","$13,223.34","$11,084.58"
State,32,Nevada,918,POISONING AND TOXIC EFFECTS OF DRUGS WITHOUT MCC,59,"$55,852.05","$7,311.54","$5,732.64"
State,32,Nevada,919,COMPLICATIONS OF TREATMENT WITH MCC,116,"$130,468.59","$17,257.99","$13,947.31"
State,32,Nevada,920,COMPLICATIONS OF TREATMENT WITH CC,96,"$96,105.23","$10,144.47","$7,588.57"
State,32,Nevada,921,COMPLICATIONS OF TREATMENT WITHOUT CC/MCC,14,"$53,068.93","$6,964.79","$5,019.21"
State,32,Nevada,922,"OTHER INJURY, POISONING AND TOXIC EFFECT DIAGNOSES WITH MCC",28,"$110,121.21","$13,757.75","$11,345.21"
State,32,Nevada,923,"OTHER INJURY, POISONING AND TOXIC EFFECT DIAGNOSES WITHOUT MCC",42,"$79,025.10","$8,659.79","$7,097.33"
State,32,Nevada,928,FULL THICKNESS BURN WITH SKIN GRAFT OR INHALATION INJURY WITH CC/MCC,19,"$466,575.21","$65,222.68","$54,852.37"
State,32,Nevada,935,NON-EXTENSIVE BURNS,20,"$320,833.65","$26,241.75","$21,563.05"
State,32,Nevada,945,REHABILITATION WITH CC/MCC,37,"$108,392.41","$13,655.30","$10,381.11"
State,32,Nevada,947,SIGNS AND SYMPTOMS WITH MCC,39,"$79,559.13","$9,620.87","$8,270.26"
State,32,Nevada,948,SIGNS AND SYMPTOMS WITHOUT MCC,110,"$65,199.73","$8,145.34","$4,872.55"
State,32,Nevada,951,OTHER FACTORS INFLUENCING HEALTH STATUS,28,"$44,056.04","$5,212.61","$3,992.79"
State,32,Nevada,956,"LIMB REATTACHMENT, HIP AND FEMUR PROCEDURES FOR MULTIPLE SIGNIFICANT TRAUMA",40,"$193,042.85","$31,311.68","$27,549.03"
State,32,Nevada,957,OTHER O.R. PROCEDURES FOR MULTIPLE SIGNIFICANT TRAUMA WITH MCC,30,"$586,726.83","$87,607.43","$74,142.27"
State,32,Nevada,958,OTHER O.R. PROCEDURES FOR MULTIPLE SIGNIFICANT TRAUMA WITH CC,15,"$202,470.13","$40,662.67","$29,967.20"
State,32,Nevada,963,OTHER MULTIPLE SIGNIFICANT TRAUMA WITH MCC,31,"$230,617.10","$29,419.19","$23,923.81"
State,32,Nevada,964,OTHER MULTIPLE SIGNIFICANT TRAUMA WITH CC,30,"$87,268.30","$13,541.63","$11,537.70"
State,32,Nevada,974,HIV WITH MAJOR RELATED CONDITION WITH MCC,34,"$244,768.50","$27,313.06","$23,964.09"
State,32,Nevada,975,HIV WITH MAJOR RELATED CONDITION WITH CC,16,"$132,494.56","$13,805.38","$9,983.06"
State,32,Nevada,977,HIV WITH OR WITHOUT OTHER RELATED CONDITION,12,"$73,875.75","$12,091.25","$10,701.00"
State,32,Nevada,981,EXTENSIVE O.R. PROCEDURES UNRELATED TO PRINCIPAL DIAGNOSIS WITH MCC,234,"$286,665.24","$37,491.28","$33,562.88"
State,32,Nevada,982,EXTENSIVE O.R. PROCEDURES UNRELATED TO PRINCIPAL DIAGNOSIS WITH CC,88,"$165,400.92","$21,631.55","$17,437.42"
State,32,Nevada,983,EXTENSIVE O.R. PROCEDURES UNRELATED TO PRINCIPAL DIAGNOSIS WITHOUT CC/MCC,21,"$91,705.29","$15,337.38","$10,478.52"
State,32,Nevada,987,NON-EXTENSIVE O.R. PROCEDURES UNRELATED TO PRINCIPAL DIAGNOSIS WITH MCC,41,"$198,654.20","$27,548.00","$25,219.98"
State,32,Nevada,988,NON-EXTENSIVE O.R. PROCEDURES UNRELATED TO PRINCIPAL DIAGNOSIS WITH CC,31,"$130,337.19","$15,212.32","$12,253.00"
State,33,New Hampshire,3,"ECMO OR TRACHEOSTOMY WITH MV >96 HOURS OR PRINCIPAL DIAGNOSIS EXCEPT FACE, MOUTH AND NEC",35,"$759,502.34","$226,516.06","$192,577.63"
State,33,New Hampshire,4,"TRACHEOSTOMY WITH MV >96 HOURS OR PRINCIPAL DIAGNOSIS EXCEPT FACE, MOUTH AND NECK WITHOU",34,"$514,021.85","$150,853.88","$143,358.79"
State,33,New Hampshire,23,CRANIOTOMY WITH MAJOR DEVICE IMPLANT OR ACUTE COMPLEX CNS PRINCIPAL DIAGNOSIS WITH MCC O,49,"$251,611.84","$53,227.29","$49,163.96"
State,33,New Hampshire,24,CRANIOTOMY WITH MAJOR DEVICE IMPLANT OR ACUTE COMPLEX CNS PRINCIPAL DIAGNOSIS WITHOUT MC,28,"$158,483.29","$36,672.82","$35,175.14"
State,33,New Hampshire,25,CRANIOTOMY AND ENDOVASCULAR INTRACRANIAL PROCEDURES WITH MCC,102,"$165,889.61","$46,531.01","$40,279.64"
State,33,New Hampshire,26,CRANIOTOMY AND ENDOVASCULAR INTRACRANIAL PROCEDURES WITH CC,35,"$114,398.83","$32,057.46","$23,099.49"
State,33,New Hampshire,27,CRANIOTOMY AND ENDOVASCULAR INTRACRANIAL PROCEDURES WITHOUT CC/MCC,40,"$108,980.58","$25,097.85","$19,525.58"
State,33,New Hampshire,29,SPINAL PROCEDURES WITH CC OR SPINAL NEUROSTIMULATORS,19,"$113,352.16","$30,345.21","$28,329.32"
State,33,New Hampshire,35,CAROTID ARTERY STENT PROCEDURES WITH CC,30,"$81,494.40","$19,426.20","$18,117.00"
State,33,New Hampshire,36,CAROTID ARTERY STENT PROCEDURES WITHOUT CC/MCC,39,"$67,386.67","$16,772.82","$13,334.28"
State,33,New Hampshire,37,EXTRACRANIAL PROCEDURES WITH MCC,20,"$131,273.75","$35,702.40","$34,194.85"
State,33,New Hampshire,38,EXTRACRANIAL PROCEDURES WITH CC,45,"$89,701.91","$14,855.73","$12,971.11"
State,33,New Hampshire,39,EXTRACRANIAL PROCEDURES WITHOUT CC/MCC,89,"$52,020.48","$10,495.24","$7,757.87"
State,33,New Hampshire,40,"PERIPHERAL, CRANIAL NERVE AND OTHER NERVOUS SYSTEM PROCEDURES WITH MCC",11,"$100,899.09","$33,976.91","$31,796.18"
State,33,New Hampshire,41,"PERIPHERAL, CRANIAL NERVE AND OTHER NERVOUS SYSTEM PROCEDURES WITH CC OR PERIPHERAL NEUR",16,"$108,004.75","$21,113.31","$16,217.81"
State,33,New Hampshire,54,NERVOUS SYSTEM NEOPLASMS WITH MCC,44,"$41,476.09","$11,395.70","$9,310.25"
State,33,New Hampshire,55,NERVOUS SYSTEM NEOPLASMS WITHOUT MCC,15,"$46,189.67","$10,027.60","$7,274.93"
State,33,New Hampshire,56,DEGENERATIVE NERVOUS SYSTEM DISORDERS WITH MCC,68,"$57,987.75","$17,527.97","$15,526.21"
